3.773441,97122.25,23.8125,24280.56,26.19864,63.98825,18.6868,
3.768423,97155.75,32.6875,24288.94,31.23944,29.32791,11.25981,
3.768423,97177.5,34.875,24294.37,33.72766,24.68924,10.77945,
3.768423,97185.0,35.9375,24296.25,35.10047,22.90396,10.78008,
3.768423,97183.75,36.5,24295.94,35.84051,21.88162,10.7618,
3.768423,97176.49,36.75,24294.12,36.03355,21.52304,10.62142,
3.773441,97171.5,37.0,24292.87,36.50546,21.12631,10.77551,
3.778459,97170.0,37.0625,24292.5,36.53764,20.95084,10.61479,
3.778459,97164.0,37.125,24291.0,36.68779,20.79062,10.70022,
3.783477,97170.25,37.1875,24292.56,36.76286,20.69907,10.64492,
3.783477,97167.24,37.1875,24291.81,36.80576,20.56174,10.59455,
3.788495,97171.25,37.3125,24292.81,36.99882,20.43967,10.65243,
3.788495,97169.25,37.375,24292.31,37.08462,20.32523,10.6497,
3.788495,97173.5,37.4375,24293.38,37.21332,20.21842,10.63836,
3.788495,97163.0,37.4375,24290.75,37.23476,20.19553,10.64822,
3.793513,97167.24,37.5,24291.81,37.30984,20.05057,10.60398,
3.793513,97161.75,37.5,24290.44,37.29912,19.9819,10.56658,
3.793513,97165.99,37.5,24291.5,37.38492,19.97427,10.61385,
3.798531,97168.0,37.5625,24292.0,37.35275,19.9819,10.64289,
3.798531,97164.75,37.5625,24291.19,37.34202,20.03531,10.62193,
3.798531,97164.25,37.4375,24291.06,37.28839,20.07346,10.61806,
3.803548,97167.5,37.5,24291.88,37.41709,20.02768,10.6391,
3.803548,97165.75,37.5625,24291.44,37.36347,19.90561,10.5591,
3.803548,97164.75,37.625,24291.19,37.44927,19.89035,10.59746,
3.803548,97161.75,37.625,24290.44,37.40637,19.91324,10.58542,
3.803548,97166.75,37.5625,24291.69,37.35275,19.93613,10.61721,
3.803548,97162.75,37.625,24290.69,37.43855,19.85983,10.60068,
3.808566,97166.5,37.625,24291.63,37.39565,19.86746,10.56261,
3.808566,97159.5,37.625,24289.88,37.40637,19.84457,10.53353,
3.808566,97157.75,37.6875,24289.44,37.59942,19.74539,10.61308,
3.808566,97166.5,37.5625,24291.63,37.5458,19.79117,10.58369,
3.808566,97164.5,37.5625,24291.12,37.52434,19.76065,10.60136,
3.808566,97170.0,37.5625,24292.5,37.62087,19.76065,10.68307,
3.808566,97158.99,37.5,24289.75,37.87827,19.84457,10.90476,
3.808566,97167.75,37.5625,24291.94,38.09277,19.5394,10.82002,
3.808566,97162.25,37.4375,24290.56,38.07133,19.52414,10.82304,
3.808566,97164.75,37.4375,24291.19,38.1035,19.39444,10.76646,
3.808566,97168.75,37.5,24292.19,38.00697,19.41733,10.72608,
3.808566,97168.0,37.5,24292.0,38.09277,19.43259,10.75514,
3.808566,97166.25,37.5,24291.56,38.04987,19.43259,10.76389,
3.803548,97169.0,37.625,24292.25,38.3609,19.45547,11.07958,
