3.893871,97273.0,21.5625,24318.25,22.39124,60.92886,14.44259,
3.883835,97265.24,13.5625,24316.31,17.46841,44.36545,5.086521,
3.878817,97260.75,11.625,24315.19,14.42249,34.22598,-1.24683,
3.878817,97250.5,10.8125,24312.62,12.85662,26.99332,-5.759776,
3.868781,97236.5,10.1875,24309.12,11.82701,21.78244,-9.446144,
3.868781,97235.75,9.625,24308.94,11.09771,18.44077,-12.1436,
3.863764,97222.25,9.125,24305.56,10.52927,16.42661,-14.02328,
3.853728,97227.75,8.6875,24306.94,10.07882,15.12961,-15.37639,
3.853728,97221.75,8.25,24305.44,9.671268,14.27512,-16.43136,
3.84871,97220.75,7.875,24305.19,9.242264,13.71817,-17.22524,
3.84871,97218.49,7.5,24304.62,8.920509,13.29092,-17.87879,
3.843692,97214.75,7.1875,24303.69,8.577305,13.0239,-18.39008,
3.838674,97210.25,6.8125,24302.56,8.277004,12.77213,-18.86298,
3.833656,97198.5,6.5625,24299.62,8.0196,18.95193,-14.26357,
3.833656,97205.5,6.25,24301.37,7.772923,20.73721,-13.46653,
3.828638,97220.25,6.0,24305.06,7.526245,18.10507,-15.30557,
3.82362,97216.0,5.75,24304.0,7.268845,15.82388,-17.13163,
3.818602,97216.75,5.5,24304.19,7.065067,14.33615,-18.47855,
3.818602,97219.5,5.25,24304.87,6.829117,13.38248,-19.48366,
3.818602,97218.0,5.0,24304.5,6.657513,12.78738,-20.15964,
3.813584,97210.75,4.8125,24302.69,6.410835,12.39066,-20.70705,
3.808566,97208.75,4.5625,24302.19,6.217785,12.15414,-21.07881,
3.808566,97223.24,4.8125,24305.81,6.410835,42.66409,-5.314406,
3.803548,97224.49,4.8125,24306.12,6.443012,53.05533,-2.443778,
3.803548,97222.25,4.8125,24305.56,6.421562,47.77579,-3.933899,
3.798531,97216.75,4.8125,24304.19,6.432285,46.33383,-4.200609,
3.798531,97220.99,4.9375,24305.25,6.550262,53.70383,-2.194476,
3.798531,97217.0,4.875,24304.25,6.507362,44.47989,-4.785548,
3.793513,97213.0,4.8125,24303.25,6.443012,36.88101,-7.291897,
3.788495,97209.24,4.75,24302.31,6.410835,35.69846,-7.666765,
3.788495,97209.24,4.75,24302.31,6.378662,43.20578,-5.258546,
3.788495,97211.49,4.75,24302.87,6.357212,38.45267,-6.859726,
3.788495,97205.74,4.6875,24301.44,6.282135,34.1268,-8.448983,
3.783477,97205.74,4.6875,24301.44,6.303585,40.49735,-6.103732,
3.783477,97204.49,4.6875,24301.12,6.335762,45.72348,-4.57735,
3.783477,97204.25,4.625,24301.06,6.292862,40.45157,-6.248684,
3.778459,97208.25,4.625,24302.06,6.228512,36.0723,-7.782396,
3.778459,97203.49,4.5625,24300.87,6.196335,33.64615,-8.704694,
3.778459,97205.25,4.75,24301.31,6.485912,42.61832,-5.239171,
3.773441,97211.0,4.875,24302.75,6.550262,54.25314,-2.094227,
3.773441,97206.5,4.875,24301.62,6.507362,47.94363,-3.798154,
3.773441,97208.75,4.875,24302.19,6.475189,41.67227,-5.665587,
3.768423,97204.0,4.8125,24301.0,6.443012,38.04068,-6.889543,
3.768423,97197.0,4.8125,24299.25,6.378662,36.24014,-7.563772,
3.768423,97190.25,4.75,24297.56,6.357212,35.52298,-7.855683,
3.768423,97191.5,4.6875,24297.87,6.303585,35.30936,-7.966312,
3.768423,97185.25,4.6875,24296.31,6.346485,35.59165,-7.82234,
3.763405,97181.24,4.625,24295.31,6.421562,36.32407,-7.524205,
3.763405,97185.25,4.6875,24296.31,6.453735,37.17856,-7.140132,
3.763405,97183.49,4.75,24295.87,6.507362,37.96439,-6.85897,
3.763405,97183.75,4.8125,24295.94,6.571712,38.72733,-6.514246,
3.758387,97183.49,4.875,24295.87,6.657513,39.41397,-6.250608,
3.758387,97184.0,4.9375,24296.0,6.678963,40.03195,-5.973735,
3.758387,97183.49,5.0,24295.87,6.75404,40.68045,-5.711506,
3.758387,97183.25,5.0625,24295.81,6.83984,41.31369,-5.46683,
3.758387,97187.5,5.125,24296.88,6.914917,41.84775,-5.21693,
3.758387,97188.5,5.1875,24297.13,7.000717,42.069,-5.066986,
3.753369,97184.0,5.25,24296.0,7.065067,42.32077,-4.924777,
3.753369,97177.0,5.3125,24294.25,7.097244,42.67935,-4.766558,
3.753369,97171.5,5.375,24292.87,7.150867,43.14475,-4.573715,
3.753369,97172.99,5.5,24293.25,7.225945,43.66354,-4.348648,
3.753369,97175.0,5.5625,24293.75,7.301022,43.92294,-4.225495,
3.753369,97171.5,5.625,24292.87,7.376095,44.26627,-4.048526,
3.748351,97172.75,5.6875,24293.19,7.429722,44.41885,-3.951373,
3.753369,97172.99,5.75,24293.25,7.526245,44.59433,-3.825001,
3.748351,97175.75,5.8125,24293.94,7.558422,44.83847,-3.681108,
3.748351,97175.25,5.875,24293.81,7.622772,45.12076,-3.538221,
3.748351,97172.5,5.9375,24293.12,7.697849,45.22757,-3.471849,
3.748351,97162.0,6.0,24290.5,7.751472,45.34964,-3.355021,
3.748351,97162.25,6.0625,24290.56,7.815826,45.4946,-3.242044,
3.748351,97144.5,6.125,24286.12,7.815826,39.50552,-5.159349,
3.748351,97140.49,6.125,24285.12,7.772923,31.25052,-8.269398,
3.748351,97144.5,6.0625,24286.12,7.708572,26.17697,-10.60423,
3.748351,97151.25,6.0625,24287.81,7.644222,23.12521,-12.16246,
3.748351,97151.5,6.0,24287.87,7.558422,21.24838,-13.30932,
3.743333,97149.74,6.0,24287.44,7.515522,19.93613,-14.11729,
3.748351,97156.74,5.875,24289.19,7.408272,18.92905,-14.85469,
3.743333,97156.74,5.8125,24289.19,7.311745,18.12796,-15.4647,
3.743333,97156.74,5.6875,24289.19,7.225945,17.47183,-16.00647,
3.743333,97154.75,5.5625,24288.69,7.075794,16.88437,-16.50734,
3.743333,97154.0,5.4375,24288.5,6.957817,16.36557,-17.02286,
3.743333,97152.25,5.25,24288.06,6.786217,15.90781,-17.47043,
3.743333,97165.25,5.125,24291.31,6.64679,15.50345,-17.87906,
3.738316,97159.5,5.0,24289.88,6.518089,15.18301,-18.24335,
3.738316,97158.75,4.8125,24289.69,6.378662,14.85495,-18.60285,
3.738316,97161.75,4.6875,24290.44,6.207062,14.54977,-18.97156,
3.738316,97151.99,4.5,24288.0,6.056908,14.27512,-19.32532,
3.733297,97149.0,4.375,24287.25,5.960384,14.06912,-19.60748,
3.733297,97150.0,4.1875,24287.5,5.799507,13.81735,-19.91392,
3.738316,97153.24,4.0625,24288.31,5.63863,13.62662,-20.19238,
3.738316,97142.5,3.875,24285.62,5.499203,13.44351,-20.47233,
3.72828,97169.0,9.1875,24292.25,10.64725,43.14475,-1.01862,
