2882854248,-99,7.0
2883058246,-100,6.0
2883262248,-100,7.0
2883466255,-100,7.0
2883670254,-100,7.0
2883874260,-100,7.0
2884078259,-101,6.0
2884282262,-101,5.0
2884486263,-101,6.0
2884690265,-101,6.0
2884894269,-101,6.0
2885098274,-101,6.0
2885302271,-101,6.0
2885506272,-101,6.0
2885710284,-101,7.0
2885914286,-100,7.0
2886118287,-100,7.0
2886322290,-101,7.0
2886526289,-100,7.0
2886730291,-101,7.0
2886934291,-100,7.0
2887138290,-100,7.0
2887342299,-101,7.0
2887546298,-101,7.0
2887750302,-100,7.0
2887954304,-100,7.0
2888158308,-100,6.0
2888362310,-100,7.0
2888566310,-101,7.0
2888770317,-101,7.0
2888974316,-101,7.0
2889178315,-101,6.0
2889382324,-101,7.0
2889586323,-101,6.0
2889790324,-101,6.0
2889994325,-101,6.0
2890198326,-101,6.0
2890402327,-101,6.0
2890606334,-101,6.0
2890810335,-101,6.0
2891014336,-101,6.0
2891218336,-101,6.0
2891422339,-101,7.0
2891626346,-101,7.0
2891830343,-101,6.0
2892034345,-101,6.0
2892238354,-101,6.0
2892442353,-101,6.0
2892646357,-101,6.0
2892850355,-101,7.0
2893054359,-100,7.0
2893258363,-101,7.0
2893462361,-101,7.0
2893666372,-101,7.0
2893870370,-101,6.0
2894074374,-101,7.0
2894278370,-101,7.0
2894482379,-101,7.0
2894686378,-101,6.0
2894890387,-101,7.0
2895094382,-101,6.0
2895298388,-101,7.0
2895502389,-101,6.0
2895706391,-101,7.0
2895910392,-101,7.0
2896114394,-101,6.0
2896318392,-101,7.0
2896522403,-101,7.0
2896726398,-101,7.0
2896930403,-101,7.0
2897134404,-100,7.0
2897338406,-101,7.0
2897542407,-101,7.0
2897746414,-101,7.0
2897950415,-101,7.0
2898154417,-101,7.0
2898358419,-101,7.0
2898562421,-101,7.0
2898766419,-101,7.0
2898970427,-101,7.0
2899174423,-101,7.0
2899378431,-101,7.0
2899582429,-101,7.0
2899786435,-101,7.0
2899990433,-101,7.0
2900194438,-101,7.0
2900398438,-100,7.0
2900602440,-100,7.0
2900806441,-100,7.0
2901010443,-100,7.0
2901214443,-101,6.0
2901418450,-102,6.0
2901622450,-109,4.0
2901826455,-111,1.0
2902030459,-111,2.0
2902234464,-110,4.0
2902438462,-110,4.0
2902642470,-110,4.0
2902846471,-110,4.0
2903050468,-109,3.0
