3327085531,-89,8.0
3327289518,-89,7.0
3327493525,-91,7.0
3327697524,-89,6.0
3327901529,-91,7.0
3328105530,-89,6.0
3328309528,-91,7.0
3328513532,-88,6.0
3328717536,-89,7.0
3328921538,-91,7.0
3329125540,-91,7.0
3329329544,-89,7.0
3329533546,-89,8.0
3329737545,-89,8.0
3329941550,-89,7.0
3330145552,-89,7.0
3330349552,-89,7.0
3330553551,-89,7.0
3330757554,-89,7.0
3330961558,-89,7.0
3331165564,-89,7.0
3331369564,-89,7.0
3331573564,-89,7.0
3331777564,-89,8.0
3331981568,-89,7.0
3332185574,-89,7.0
3332389576,-89,8.0
3332593578,-89,7.0
3332797577,-88,8.0
3333001578,-89,8.0
3333205582,-89,7.0
3333409580,-89,7.0
3333613582,-89,8.0
3333817585,-89,8.0
3334021590,-89,8.0
3334225598,-89,8.0
3334429594,-89,8.0
3334633593,-89,8.0
3334837599,-91,6.0
3335041599,-91,6.0
3335245598,-91,6.0
3335449599,-91,7.0
3335653611,-89,7.0
3335857603,-89,7.0
3336061613,-89,8.0
3336265609,-89,8.0
3336469614,-89,7.0
3336673620,-89,8.0
3336877621,-89,7.0
3337081616,-89,7.0
3337285621,-89,7.0
3337489623,-89,7.0
3337693626,-89,7.0
3337897624,-89,8.0
3338101629,-88,8.0
3338305633,-89,8.0
3338509636,-89,8.0
3338713636,-89,7.0
3338917636,-89,6.0
3339121643,-89,7.0
3339325638,-89,7.0
3339529641,-89,8.0
3339733652,-89,7.0
3339937648,-89,7.0
3340141652,-89,7.0
3340345653,-89,7.0
3340549656,-89,7.0
3340753658,-89,8.0
3340957660,-89,7.0
3341161668,-89,8.0
3341365659,-89,7.0
3341569664,-89,7.0
3341773666,-89,7.0
3341977673,-89,8.0
3342181673,-89,6.0
3342385671,-89,7.0
3342589674,-89,7.0
3342793675,-89,6.0
3342997680,-89,7.0
3343201682,-91,7.0
3343405678,-91,6.0
3343609683,-89,7.0
3343813684,-91,6.0
3344017690,-91,8.0
3344221691,-89,8.0
3344425692,-89,7.0
3344629700,-89,7.0
3344833693,-89,7.0
3345037705,-91,7.0
3345241705,-89,7.0
3345445703,-89,8.0
3345649702,-91,7.0
3345853711,-91,7.0
3346057709,-89,8.0
3346261712,-87,8.0
3346465711,-86,8.0
3346669719,-87,8.0
3346873722,-89,8.0
3347077724,-91,7.0
3347281722,-89,7.0
