126509327,-50,8.0
126713327,-49,2.0
126917329,-50,4.0
127121327,-50,8.0
127325328,-49,8.0
127529331,-50,8.0
127733330,-49,8.0
127937332,-50,8.0
128141336,-50,8.0
128345343,-50,8.0
128549340,-50,8.0
128753344,-49,8.0
128957342,-49,8.0
129161350,-49,8.0
129365347,-49,8.0
129569349,-49,8.0
129773351,-49,8.0
129977353,-49,8.0
130181356,-49,8.0
130385364,-49,8.0
130589365,-49,8.0
130793371,-49,8.0
130997366,-49,8.0
131201373,-49,7.0
131405370,-49,8.0
131609375,-49,8.0
131813374,-50,8.0
132017384,-50,8.0
132221378,-50,8.0
132425382,-50,8.0
132629383,-50,8.0
132833384,-50,8.0
133037393,-48,8.0
133241388,-49,8.0
133445392,-50,8.0
133649395,-49,8.0
133853400,-49,8.0
134057402,-49,8.0
134261400,-49,8.0
134465403,-49,8.0
134669409,-49,8.0
134873411,-49,8.0
135077407,-49,8.0
135281410,-48,8.0
135485417,-49,8.0
135689417,-51,8.0
135893418,-51,8.0
136097417,-49,8.0
136301425,-49,8.0
136505427,-50,8.0
136709430,-49,8.0
136913432,-49,8.0
137117432,-50,8.0
137321432,-50,8.0
137525434,-49,8.0
137729438,-49,8.0
137933443,-49,8.0
138137440,-49,8.0
138341443,-49,8.0
138545449,-50,8.0
138749452,-51,8.0
138953448,-51,8.0
139157456,-50,8.0
139361454,-51,8.0
139565459,-51,8.0
139769457,-51,8.0
139973463,-51,8.0
140177463,-51,7.0
140381467,-51,7.0
140585468,-52,7.0
140789470,-52,8.0
140993468,-52,7.0
141197473,-52,7.0
141401472,-52,7.0
141605473,-51,6.0
141809479,-52,7.0
142013479,-51,6.0
142217481,-52,7.0
142421490,-52,7.0
142625486,-51,8.0
142829486,-52,6.0
143033494,-51,7.0
143237495,-51,7.0
143441494,-51,7.0
143645501,-51,6.0
143849501,-51,7.0
144053505,-52,7.0
144257510,-51,7.0
144461505,-52,8.0
144665506,-52,7.0
144869512,-52,8.0
145073516,-52,7.0
145277517,-51,7.0
145481524,-52,7.0
145685523,-52,7.0
145889526,-52,6.0
146093523,-51,7.0
146297525,-52,6.0
146501525,-52,6.0
146705530,-51,7.0
