3483968772,-105,3.0
3484172773,-104,3.0
3484376772,-105,3.0
3484580772,-104,3.0
3484784777,-104,3.0
3484988774,-105,3.0
3485192776,-104,2.0
3485396783,-105,3.0
3485600784,-104,3.0
3485804783,-105,3.0
3486008790,-104,3.0
3486212791,-106,6.0
3486416791,-106,6.0
3486620797,-105,6.0
3486824797,-105,6.0
3487028798,-105,6.0
3487232806,-105,6.0
3487436806,-105,6.0
3487640806,-105,6.0
3487844806,-105,6.0
3488048806,-106,5.0
3488252813,-106,5.0
3488456811,-106,5.0
3488660814,-106,5.0
3488864812,-106,5.0
3489068823,-106,4.0
3489272823,-108,4.0
3489476821,-108,4.0
3489680823,-108,5.0
3489884831,-108,5.0
3490088828,-108,5.0
3490292829,-106,5.0
3490496831,-106,5.0
3490700830,-108,4.0
3490904832,-106,4.0
3491108839,-106,5.0
3491312838,-108,4.0
3491516842,-108,5.0
3491720841,-106,4.0
3491924838,-105,6.0
3492128848,-104,7.0
3492332842,-104,6.0
3492536854,-104,6.0
3492740847,-103,7.0
3492944853,-106,6.0
3493148851,-106,6.0
3493352856,-106,6.0
3493556860,-105,6.0
3493760859,-106,6.0
3493964859,-105,6.0
3494168865,-105,6.0
3494372868,-105,6.0
3494576865,-105,6.0
3494780866,-106,5.0
3494984874,-106,5.0
3495188875,-106,5.0
3495392873,-105,5.0
3495596875,-105,6.0
3495800883,-105,6.0
3496004883,-106,5.0
3496208884,-108,4.0
3496412882,-108,4.0
3496616891,-105,5.0
3496820885,-105,6.0
3497024895,-108,4.0
3497228894,-108,4.0
3497432893,-105,6.0
3497636894,-104,6.0
3497840898,-108,4.0
3498044904,-108,4.0
3498248906,-108,4.0
3498452900,-109,3.0
3498656908,-109,4.0
3498860907,-106,5.0
3499064911,-108,4.0
3499268911,-106,5.0
3499472916,-106,5.0
3499676917,-105,5.0
3499880921,-106,5.0
3500084918,-106,4.0
3500288923,-106,5.0
3500492923,-106,5.0
3500696927,-106,5.0
3500900923,-106,5.0
3501104933,-106,5.0
3501308933,-108,4.0
3501512930,-108,4.0
3501716937,-108,5.0
3501920937,-106,5.0
3502124939,-105,5.0
3502328937,-106,5.0
3502532945,-105,6.0
3502736945,-106,5.0
3502940947,-106,5.0
3503144953,-106,5.0
3503348949,-106,5.0
3503552954,-106,5.0
3503756956,-106,4.0
3503960960,-106,5.0
3504164965,-106,5.0
