3196621940,-96,6.0
3196825936,-95,7.0
3197029942,-95,8.0
3197233947,-95,7.0
3197437949,-96,7.0
3197641943,-96,6.0
3197845948,-96,7.0
3198049953,-96,7.0
3198253955,-96,6.0
3198457959,-96,6.0
3198661955,-96,7.0
3198865963,-95,7.0
3199069964,-95,7.0
3199273968,-95,8.0
3199477969,-94,8.0
3199681972,-94,8.0
3199885971,-94,8.0
3200089976,-94,8.0
3200293977,-94,8.0
3200497980,-94,8.0
3200701985,-94,8.0
3200905985,-94,8.0
3201109982,-94,8.0
3201313984,-94,8.0
3201517986,-93,8.0
3201721988,-94,8.0
3201925990,-94,8.0
3202129996,-94,8.0
3202333996,-94,8.0
3202538001,-93,8.0
3202742004,-93,8.0
3202946005,-93,8.0
3203150004,-94,7.0
3203354005,-96,7.0
3203558008,-97,7.0
3203762013,-98,8.0
3203966009,-101,7.0
3204170014,-102,7.0
3204374020,-102,6.0
3204578021,-102,6.0
3204782020,-101,7.0
3204986022,-101,6.0
3205190020,-103,6.0
3205394031,-100,5.0
3205598032,-99,8.0
3205802035,-99,7.0
3206006039,-99,8.0
3206210035,-99,8.0
3206414042,-100,7.0
3206618044,-101,7.0
3206822046,-99,7.0
3207026043,-98,8.0
3207230047,-99,8.0
3207434049,-99,8.0
3207638058,-99,8.0
3207842056,-99,8.0
3208046057,-99,7.0
3208250056,-99,8.0
3208454061,-99,8.0
3208658067,-101,8.0
3208862062,-101,7.0
3209066072,-101,7.0
3209270067,-101,7.0
3209474073,-99,8.0
3209678079,-98,8.0
3209882074,-98,8.0
3210086077,-98,8.0
3210290081,-98,8.0
3210494082,-99,8.0
3210698087,-98,8.0
3210902089,-98,8.0
3211106089,-98,8.0
3211310093,-99,7.0
3211514093,-99,8.0
3211718100,-99,7.0
3211922096,-99,8.0
3212126100,-99,8.0
3212330102,-98,8.0
3212534102,-99,8.0
3212738108,-99,8.0
3212942105,-99,7.0
3213146115,-100,7.0
3213350121,-100,7.0
3213554119,-100,7.0
3213758117,-100,8.0
3213962123,-99,8.0
3214166121,-100,8.0
3214370127,-100,7.0
3214574129,-100,7.0
3214778128,-100,7.0
3214982131,-100,7.0
3215186129,-100,7.0
3215390136,-100,7.0
3215594137,-100,7.0
3215798135,-100,7.0
3216002144,-100,7.0
3216206146,-100,7.0
3216410146,-100,7.0
3216614149,-100,7.0
3216818149,-100,7.0
