169169456,-81,7.0
169373454,-77,8.0
169577460,-79,8.0
169781457,-82,8.0
169985459,-84,8.0
170189459,-92,7.0
170393464,-88,7.0
170597470,-88,8.0
170801467,-89,8.0
171005472,-96,7.0
171209471,-86,8.0
171413472,-88,7.0
171617476,-86,7.0
171821483,-88,8.0
172025479,-87,8.0
172229487,-88,8.0
172433487,-86,8.0
172637491,-88,7.0
172841493,-89,7.0
173045498,-89,7.0
173249495,-89,6.0
173453497,-91,8.0
173657498,-92,7.0
173861503,-92,7.0
174065503,-92,8.0
174269504,-96,8.0
174473504,-99,7.0
174677514,-95,7.0
174881512,-98,7.0
175085510,-91,6.0
175289519,-96,7.0
175493520,-101,7.0
175697529,-95,7.0
175901524,-88,8.0
176105522,-93,8.0
176309529,-105,5.0
176513535,-95,8.0
176717533,-99,7.0
176921535,-98,7.0
177125534,-98,7.0
177329543,-98,2.0
177533543,-98,8.0
177737545,-96,7.0
177941545,-92,8.0
178145550,-102,6.0
178349548,-94,8.0
178553559,-98,8.0
178757556,-97,7.0
178961551,-95,7.0
179165556,-98,7.0
179369566,-100,6.0
179573560,-102,6.0
179777567,-96,6.0
179981570,-99,8.0
180185569,-97,8.0
180389571,-101,7.0
180593572,-95,6.0
180797571,-96,6.0
181001578,-98,7.0
181205581,-104,6.0
181409578,-94,8.0
181613587,-96,3.0
181817584,-102,7.0
182021588,-104,6.0
182225585,-98,8.0
182429593,-103,6.0
182633590,-97,7.0
182837597,-99,7.0
183041598,-105,5.0
183245599,-98,7.0
183449605,-100,7.0
183653608,-99,8.0
183857607,-98,8.0
184061616,-103,6.0
184265608,-98,8.0
184469616,-103,6.0
184673614,-101,7.0
184877616,-106,4.0
185081624,-110,3.0
185285626,-110,1.0
185489621,-103,6.0
185693626,-109,2.0
185897628,-104,6.0
186101633,-102,5.0
186305633,-99,7.0
186509638,-111,-0.0
186713641,-104,6.0
186917641,-108,4.0
187121645,-109,3.0
187325642,-100,7.0
187529647,-104,6.0
187733651,-103,7.0
187937652,-100,7.0
188141649,-106,5.0
188345655,-108,3.0
188549659,-101,5.0
188753658,-97,7.0
188957664,-100,7.0
189161664,-104,5.0
189365662,-103,7.0
